event,rank,time,digitalTime,error,name,nationality,date,year,notes
100,105,9.86,9.86,0.01,Ato Boldon,TTO,1999-06-16T00:00:00Z,1999,AT
100,105,9.86,9.86,0.01,Ato Boldon,TTO,1999-07-02T00:00:00Z,1999,AT
100,105,9.86,9.86,0.01,Maurice Greene,USA,2000-09-01T00:00:00Z,2000,AT
100,105,9.86,9.86,0.01,Francis Obikwelu,POR,2004-08-22T00:00:00Z,2004,AT
100,105,9.86,9.86,0.01,Asafa Powell,JAM,2006-07-25T00:00:00Z,2006,AT
100,105,9.86,9.86,0.01,Asafa Powell,JAM,2006-09-03T00:00:00Z,2006,AT
100,105,9.86,9.86,0.01,Usain Bolt,JAM,2009-06-27T00:00:00Z,2009,AT
100,105,9.86,9.86,0.01,Usain Bolt,JAM,2010-05-19T00:00:00Z,2010,AT
100,105,9.86,9.86,0.01,Nesta Carter,JAM,2010-08-08T00:00:00Z,2010,AT
100,105,9.86,9.86,0.01,Asafa Powell,JAM,2011-07-30T00:00:00Z,2011,AT
100,105,9.86,9.86,0.01,Keston Bledman,TTO,2012-06-23T00:00:00Z,2012,AT
100,105,9.86,9.86,0.01,Tyson Gay,USA,2012-06-24T00:00:00Z,2012,AT
100,105,9.86,9.86,0.01,Usain Bolt,JAM,2012-06-29T00:00:00Z,2012,AT
100,105,9.86,9.86,0.01,Usain Bolt,JAM,2012-09-07T00:00:00Z,2012,AT
100,105,9.86,9.86,0.01,Tyson Gay,USA,2013-05-04T00:00:00Z,2013,AT
100,105,9.86,9.86,0.01,Justin Gatlin,USA,2014-06-17T00:00:00Z,2014,AT
100,105,9.86,9.86,0.01,Keston Bledman,TTO,2015-06-27T00:00:00Z,2015,AT
100,105,9.86,9.86,0.01,Jimmy Vicaut,FRA,2015-07-04T00:00:00Z,2015,AT
100,105,9.86,9.86,0.01,Mike Rodgers,USA,2015-08-23T00:00:00Z,2015,AT
100,105,9.86,9.86,0.01,Jimmy Vicaut,FRA,2016-06-07T00:00:00Z,2016,AT
100,105,9.86,9.86,0.01,Trayvon Bromell,USA,2016-07-03T00:00:00Z,2016,AT
100,105,9.86,9.86,0.01,Usain Bolt,JAM,2016-08-14T00:00:00Z,2016,AT
100,132,9.87,9.87,0.01,Linford Christie,GBR,1993-08-15T00:00:00Z,1993,AT
100,132,9.87,9.87,0.01,Frank Fredericks,NAM,1996-06-25T00:00:00Z,1996,AT
100,132,9.87,9.87,0.01,Ato Boldon,TTO,1997-08-02T00:00:00Z,1997,AT
100,132,9.87,9.87,0.01,Obadele Thompson,BAR,1998-09-11T00:00:00Z,1998,AT
100,132,9.87,9.87,0.01,Maurice Greene,USA,1999-07-30T00:00:00Z,1999,AT
100,132,9.87,9.87,0.01,Maurice Greene,USA,2000-09-23T00:00:00Z,2000,AT
100,132,9.87,9.87,0.01,Maurice Greene,USA,2004-08-22T00:00:00Z,2004,AT
100,132,9.87,9.87,0.01,Asafa Powell,JAM,2004-09-03T00:00:00Z,2004,AT
100,132,9.87,9.87,0.01,Asafa Powell,JAM,2008-08-31T00:00:00Z,2008,AT
100,132,9.87,9.87,0.01,Asafa Powell,JAM,2008-09-13T00:00:00Z,2008,AT
100,132,9.87,9.87,0.01,Justin Gatlin,USA,2012-05-11T00:00:00Z,2012,AT
100,132,9.87,9.87,0.01,Usain Bolt,JAM,2012-08-05T00:00:00Z,2012,AT
100,132,9.87,9.87,0.01,Nesta Carter,JAM,2013-07-13T00:00:00Z,2013,AT
100,132,9.87,9.87,0.01,Justin Gatlin,USA,2014-05-21T00:00:00Z,2014,AT
100,132,9.87,9.87,0.01,Asafa Powell,JAM,2014-08-23T00:00:00Z,2014,AT
100,132,9.87,9.87,0.01,Tyson Gay,USA,2015-06-26T00:00:00Z,2015,AT
100,132,9.87,9.87,0.01,Asafa Powell,JAM,2015-07-14T00:00:00Z,2015,AT
100,132,9.87,9.87,0.01,Asafa Powell,JAM,2015-07-21T00:00:00Z,2015,AT
100,132,9.87,9.87,0.01,Usain Bolt,JAM,2015-07-24T00:00:00Z,2015,AT
100,132,9.87,9.87,0.01,Usain Bolt,JAM,2015-07-24T00:00:00Z,2015,AT
100,152,9.88,9.88,0.01,Leroy Burrell,USA,1991-08-25T00:00:00Z,1991,AT
100,152,9.88,9.88,0.01,Ato Boldon,TTO,1998-09-17T00:00:00Z,1998,AT
100,152,9.88,9.88,0.01,Ato Boldon,TTO,2001-07-13T00:00:00Z,2001,AT
100,152,9.88,9.88,0.01,Shawn Crawford,USA,2004-06-19T00:00:00Z,2004,AT
100,152,9.88,9.88,0.01,Justin Gatlin,USA,2005-08-07T00:00:00Z,2005,AT
100,152,9.88,9.88,0.01,Tyson Gay,USA,2006-07-21T00:00:00Z,2006,AT
100,152,9.88,9.88,0.01,Tyson Gay,USA,2006-09-16T00:00:00Z,2006,AT
100,152,9.88,9.88,0.01,Asafa Powell,JAM,2008-07-22T00:00:00Z,2008,AT
100,152,9.88,9.88,0.01,Asafa Powell,JAM,2009-07-10T00:00:00Z,2009,AT
100,152,9.88,9.88,0.01,Asafa Powell,JAM,2009-08-28T00:00:00Z,2009,AT
100,152,9.88,9.88,0.01,Tyson Gay,USA,2009-09-12T00:00:00Z,2009,AT
100,152,9.88,9.88,0.01,Asafa Powell,JAM,2010-05-27T00:00:00Z,2010,AT
100,152,9.88,9.88,0.01,Walter Dix,USA,2010-08-08T00:00:00Z,2010,AT
100,152,9.88,9.88,0.01,Ryan Bailey,USA,2010-08-29T00:00:00Z,2010,AT
100,152,9.88,9.88,0.01,Michael Frater,JAM,2011-06-30T00:00:00Z,2011,AT
100,152,9.88,9.88,0.01,Usain Bolt,JAM,2011-07-22T00:00:00Z,2011,AT
100,152,9.88,9.88,0.01,Asafa Powell,JAM,2012-05-11T00:00:00Z,2012,AT
100,152,9.88,9.88,0.01,Asafa Powell,JAM,2012-06-29T00:00:00Z,2012,AT
100,152,9.88,9.88,0.01,Ryan Bailey,USA,2012-08-04T00:00:00Z,2012,AT
100,152,9.88,9.88,0.01,Ryan Bailey,USA,2012-08-05T00:00:00Z,2012,AT
100,152,9.88,9.88,0.01,Tyson Gay,USA,2015-05-30T00:00:00Z,2015,AT
100,152,9.88,9.88,0.01,Mike Rodgers,USA,2015-07-11T00:00:00Z,2015,AT
100,152,9.88,9.88,0.01,Usain Bolt,JAM,2016-06-11T00:00:00Z,2016,AT
100,152,9.88,9.88,0.01,Jimmy Vicaut,FRA,2016-06-25T00:00:00Z,2016,AT
100,176,9.89,9.89,0.01,Frank Fredericks,NAM,1996-07-27T00:00:00Z,1996,AT
100,176,9.89,9.89,0.01,Ato Boldon,TTO,1997-05-10T00:00:00Z,1997,AT
100,176,9.89,9.89,0.01,Bruny Surin,CAN,1998-08-01T00:00:00Z,1998,AT
100,176,9.89,9.89,0.01,Maurice Greene,USA,2002-07-12T00:00:00Z,2002,AT
100,176,9.89,9.89,0.01,Shawn Crawford,USA,2004-08-21T00:00:00Z,2004,AT
100,176,9.89,9.89,0.01,Shawn Crawford,USA,2004-08-22T00:00:00Z,2004,AT
100,176,9.89,9.89,0.01,Justin Gatlin,USA,2005-07-22T00:00:00Z,2005,AT
100,176,9.89,9.89,0.01,Asafa Powell,JAM,2006-09-09T00:00:00Z,2006,AT
100,176,9.89,9.89,0.01,Travis Padgett,USA,2008-06-28T00:00:00Z,2008,AT
100,176,9.89,9.89,0.01,Darvis Patton,USA,2008-06-28T00:00:00Z,2008,AT
100,176,9.89,9.89,0.01,Usain Bolt,JAM,2008-07-22T00:00:00Z,2008,AT
100,176,9.89,9.89,0.01,Richard Thompson,TTO,2008-08-16T00:00:00Z,2008,AT
100,176,9.89,9.89,0.01,Asafa Powell,JAM,2008-09-17T00:00:00Z,2008,AT
100,176,9.89,9.89,0.01,Usain Bolt,JAM,2009-08-16T00:00:00Z,2009,AT
100,176,9.89,9.89,0.01,Darvis Patton,USA,2009-09-20T00:00:00Z,2009,AT
100,176,9.89,9.89,0.01,Yohan Blake,JAM,2010-08-13T00:00:00Z,2010,AT
100,176,9.89,9.89,0.01,Steve Mullings,JAM,2011-05-21T00:00:00Z,2011,AT
100,176,9.89,9.89,0.01,Ngonidzashe Makusha,ZIM,2011-06-10T00:00:00Z,2011,AT
100,176,9.89,9.89,0.01,Nesta Carter,JAM,2011-09-16T00:00:00Z,2011,AT
100,176,9.89,9.89,0.01,Keston Bledman,TTO,2012-05-26T00:00:00Z,2012,AT
100,176,9.89,9.89,0.01,Justin Gatlin,USA,2013-06-21T00:00:00Z,2013,AT
100,176,9.89,9.89,0.01,Akani Simbine,RSA,2016-07-18T00:00:00Z,2016,AT
100,176,9.89,9.89,0.01,Justin Gatlin,USA,2016-08-14T00:00:00Z,2016,AT
100,199,9.9,9.9,0.01,Leroy Burrell,USA,1991-06-14T00:00:00Z,1991,AT
100,199,9.9,9.9,0.01,Ato Boldon,TTO,1996-07-27T00:00:00Z,1996,AT
100,199,9.9,9.9,0.01,Maurice Greene,USA,1997-06-13T00:00:00Z,1997,AT
100,199,9.9,9.9,0.01,Maurice Greene,USA,1997-07-02T00:00:00Z,1997,AT
100,199,9.9,9.9,0.01,Ato Boldon,TTO,1997-07-13T00:00:00Z,1997,AT
100,199,9.9,9.9,0.01,Maurice Greene,USA,1997-08-02T00:00:00Z,1997,AT
100,199,9.9,9.9,0.01,Maurice Greene,USA,1997-08-03T00:00:00Z,1997,AT
100,199,9.9,9.9,0.01,Frank Fredericks,NAM,1997-08-22T00:00:00Z,1997,AT
100,199,9.9,9.9,0.01,Maurice Greene,USA,1998-08-05T00:00:00Z,1998,AT
100,199,9.9,9.9,0.01,Maurice Greene,USA,2001-06-21T00:00:00Z,2001,AT
100,199,9.9,9.9,0.01,Maurice Greene,USA,2001-07-04T00:00:00Z,2001,AT
100,199,9.9,9.9,0.01,Asafa Powell,JAM,2007-07-13T00:00:00Z,2007,AT
100,199,9.9,9.9,0.01,Asafa Powell,JAM,2008-06-27T00:00:00Z,2008,AT
100,199,9.9,9.9,0.01,Asafa Powell,JAM,2009-09-04T00:00:00Z,2009,AT
100,199,9.9,9.9,0.01,Asafa Powell,JAM,2009-09-12T00:00:00Z,2009,AT
100,199,9.9,9.9,0.01,Steve Mullings,JAM,2011-04-16T00:00:00Z,2011,AT
100,199,9.9,9.9,0.01,Asafa Powell,JAM,2011-06-24T00:00:00Z,2011,AT
100,199,9.9,9.9,0.01,Nesta Carter,JAM,2011-07-22T00:00:00Z,2011,AT
100,199,9.9,9.9,0.01,Asafa Powell,JAM,2011-07-30T00:00:00Z,2011,AT
100,199,9.9,9.9,0.01,Yohan Blake,JAM,2012-04-14T00:00:00Z,2012,AT
100,199,9.9,9.9,0.01,Justin Gatlin,USA,2012-06-02T00:00:00Z,2012,AT
100,199,9.9,9.9,0.01,Yohan Blake,JAM,2012-06-09T00:00:00Z,2012,AT
100,199,9.9,9.9,0.01,Justin Gatlin,USA,2012-06-23T00:00:00Z,2012,AT
100,199,9.9,9.9,0.01,Nickel Ashmeade,JAM,2013-08-11T00:00:00Z,2013,AT
100,199,9.9,9.9,0.01,Usain Bolt,JAM,2013-08-29T00:00:00Z,2013,AT
100,199,9.9,9.9,0.01,Mike Rodgers,USA,2013-09-06T00:00:00Z,2013,AT
100,199,9.9,9.9,0.01,Asafa Powell,JAM,2014-09-07T00:00:00Z,2014,AT
100,199,9.9,9.9,0.01,Mike Rodgers,USA,2015-05-30T00:00:00Z,2015,AT
100,199,9.9,9.9,0.01,Trayvon Bromell,USA,2015-06-10T00:00:00Z,2015,AT
100,199,9.9,9.9,0.01,Mike Rodgers,USA,2015-07-24T00:00:00Z,2015,AT
100,199,9.9,9.9,0.01,Yohan Blake,JAM,2017-06-23T00:00:00Z,2017,AT
100,230,9.91,9.91,0.01,Linford Christie,GBR,1994-08-23T00:00:00Z,1994,AT
100,230,9.91,9.91,0.01,Donovan Bailey,CAN,1995-07-15T00:00:00Z,1995,AT
100,230,9.91,9.91,0.01,Dennis Mitchell,USA,1996-09-07T00:00:00Z,1996,AT
100,230,9.91,9.91,0.01,Frank Fredericks,NAM,1997-07-02T00:00:00Z,1997,AT
100,230,9.91,9.91,0.01,Donovan Bailey,CAN,1997-08-03T00:00:00Z,1997,AT
100,230,9.91,9.91,0.01,Donovan Bailey,CAN,1997-08-03T00:00:00Z,1997,AT
100,230,9.91,9.91,0.01,Maurice Greene,USA,1999-08-21T00:00:00Z,1999,AT
100,230,9.91,9.91,0.01,Maurice Greene,USA,2000-05-13T00:00:00Z,2000,AT
100,230,9.91,9.91,0.01,Maurice Greene,USA,2001-06-11T00:00:00Z,2001,AT
100,230,9.91,9.91,0.01,Asafa Powell,JAM,2004-06-26T00:00:00Z,2004,AT
100,230,9.91,9.91,0.01,Maurice Greene,USA,2004-07-11T00:00:00Z,2004,AT
100,230,9.91,9.91,0.01,Asafa Powell,JAM,2004-07-30T00:00:00Z,2004,AT
100,230,9.91,9.91,0.01,Asafa Powell,JAM,2006-07-28T00:00:00Z,2006,AT
100,230,9.91,9.91,0.01,Leonard Scott,USA,2006-09-09T00:00:00Z,2006,AT
100,230,9.91,9.91,0.01,Derrick Atkins,BAH,2007-08-26T00:00:00Z,2007,AT
100,230,9.91,9.91,0.01,Asafa Powell,JAM,2008-08-16T00:00:00Z,2008,AT
100,230,9.91,9.91,0.01,Walter Dix,USA,2008-08-16T00:00:00Z,2008,AT
100,230,9.91,9.91,0.01,Daniel Bailey,ANT,2009-07-17T00:00:00Z,2009,AT
100,230,9.91,9.91,0.01,Usain Bolt,JAM,2009-07-24T00:00:00Z,2009,AT
100,230,9.91,9.91,0.01,Nesta Carter,JAM,2009-09-20T00:00:00Z,2009,AT
100,230,9.91,9.91,0.01,Asafa Powell,JAM,2010-07-16T00:00:00Z,2010,AT
100,230,9.91,9.91,0.01,Yohan Blake,JAM,2010-08-27T00:00:00Z,2010,AT
100,230,9.91,9.91,0.01,Usain Bolt,JAM,2011-05-26T00:00:00Z,2011,AT
100,230,9.91,9.91,0.01,Usain Bolt,JAM,2011-05-31T00:00:00Z,2011,AT
100,230,9.91,9.91,0.01,Asafa Powell,JAM,2011-07-10T00:00:00Z,2011,AT
100,230,9.91,9.91,0.01,Asafa Powell,JAM,2012-05-31T00:00:00Z,2012,AT
100,230,9.91,9.91,0.01,Churandy Martina,NED,2012-08-05T00:00:00Z,2012,AT
100,230,9.91,9.91,0.01,Justin Gatlin,USA,2013-05-21T00:00:00Z,2013,AT
100,230,9.91,9.91,0.01,James Dasaolu,GBR,2013-07-13T00:00:00Z,2013,AT
100,230,9.91,9.91,0.01,Justin Gatlin,USA,2014-06-05T00:00:00Z,2014,AT
100,230,9.91,9.91,0.01,Mike Rodgers,USA,2014-07-20T00:00:00Z,2014,AT
100,230,9.91,9.91,0.01,Femi Ogunode,QAT,2015-06-04T00:00:00Z,2015,AT
100,230,9.91,9.91,0.01,Nickel Ashmeade,JAM,2015-06-26T00:00:00Z,2015,AT
100,230,9.91,9.91,0.01,Trayvon Bromell,USA,2015-08-22T00:00:00Z,2015,AT
100,230,9.91,9.91,0.01,Femi Ogunode,QAT,2016-04-22T00:00:00Z,2016,AT
100,230,9.91,9.91,0.01,Andre De Grasse,CAN,2016-08-14T00:00:00Z,2016,AT
100,230,9.91,9.91,0.01,Julian Forte,JAM,2017-08-27T00:00:00Z,2017,AT
100,267,9.92,9.92,0.01,Carl Lewis,USA,1988-09-24T00:00:00Z,1988,AT
100,267,9.92,9.92,0.01,Linford Christie,GBR,1991-08-25T00:00:00Z,1991,AT
100,267,9.92,9.92,0.01,Andre Cason,USA,1993-08-15T00:00:00Z,1993,AT
100,267,9.92,9.92,0.01,Ato Boldon,TTO,1996-06-01T00:00:00Z,1996,AT
100,267,9.92,9.92,0.01,Dennis Mitchell,USA,1996-06-15T00:00:00Z,1996,AT
100,267,9.92,9.92,0.01,Jon Drummond,USA,1997-06-12T00:00:00Z,1997,AT
100,267,9.92,9.92,0.01,Tim Montgomery,USA,1997-06-13T00:00:00Z,1997,AT
100,267,9.92,9.92,0.01,Maurice Greene,USA,1997-08-22T00:00:00Z,1997,AT
100,267,9.92,9.92,0.01,Ato Boldon,TTO,1998-08-08T00:00:00Z,1998,AT
100,267,9.92,9.92,0.01,Maurice Greene,USA,1998-08-25T00:00:00Z,1998,AT
100,267,9.92,9.92,0.01,Seun Ogunkoya,NGR,1998-09-11T00:00:00Z,1998,AT
100,267,9.92,9.92,0.01,Bruny Surin,CAN,1999-06-13T00:00:00Z,1999,AT
100,267,9.92,9.92,0.01,Tim Harden,USA,1999-07-05T00:00:00Z,1999,AT
100,267,9.92,9.92,0.01,Justin Gatlin,USA,2004-07-11T00:00:00Z,2004,AT
100,267,9.92,9.92,0.01,Tyson Gay,USA,2006-09-09T00:00:00Z,2006,AT
100,267,9.92,9.92,0.01,Usain Bolt,JAM,2008-05-17T00:00:00Z,2008,AT
100,267,9.92,9.92,0.01,Usain Bolt,JAM,2008-08-15T00:00:00Z,2008,AT
100,267,9.92,9.92,0.01,Walter Dix,USA,2008-09-02T00:00:00Z,2008,AT
100,267,9.92,9.92,0.01,Tyson Gay,USA,2010-09-01T00:00:00Z,2010,AT
100,267,9.92,9.92,0.01,Nesta Carter,JAM,2011-06-04T00:00:00Z,2011,AT
100,267,9.92,9.92,0.01,Christophe Lemaitre,FRA,2011-07-29T00:00:00Z,2011,AT
100,267,9.92,9.92,0.01,Yohan Blake,JAM,2011-08-28T00:00:00Z,2011,AT
100,267,9.92,9.92,0.01,Asafa Powell,JAM,2012-06-29T00:00:00Z,2012,AT
100,267,9.92,9.92,0.01,Usain Bolt,JAM,2013-08-11T00:00:00Z,2013,AT
100,267,9.92,9.92,0.01,Justin Gatlin,USA,2014-05-18T00:00:00Z,2014,AT
100,267,9.92,9.92,0.01,Mike Rodgers,USA,2014-07-14T00:00:00Z,2014,AT
100,267,9.92,9.92,0.01,Mike Rodgers,USA,2015-06-25T00:00:00Z,2015,AT
100,267,9.92,9.92,0.01,Asafa Powell,JAM,2015-07-09T00:00:00Z,2015,AT
100,267,9.92,9.92,0.01,Tyson Gay,USA,2015-07-09T00:00:00Z,2015,AT
100,267,9.92,9.92,0.01,Jimmy Vicaut,FRA,2015-07-11T00:00:00Z,2015,AT
100,267,9.92,9.92,0.01,Mike Rodgers,USA,2015-07-24T00:00:00Z,2015,AT
100,267,9.92,9.92,0.01,Kemar Bailey-Cole,JAM,2015-07-24T00:00:00Z,2015,AT
100,267,9.92,9.92,0.01,Jimmy Vicaut,FRA,2015-08-22T00:00:00Z,2015,AT
100,267,9.92,9.92,0.01,Trayvon Bromell,USA,2015-08-23T00:00:00Z,2015,AT
100,267,9.92,9.92,0.01,Andre De Grasse,CAN,2015-08-23T00:00:00Z,2015,AT
100,267,9.92,9.92,0.01,Jak Ali Harvey,TUR,2016-06-12T00:00:00Z,2016,AT
100,267,9.92,9.92,0.01,Asafa Powell,JAM,2016-07-18T00:00:00Z,2016,AT
100,267,9.92,9.92,0.01,Andre De Grasse,CAN,2016-08-14T00:00:00Z,2016,AT
100,267,9.92,9.92,0.01,Akani Simbine,RSA,2017-03-18T00:00:00Z,2017,AT
100,267,9.92,9.92,0.01,Justin Gatlin,USA,2017-08-05T00:00:00Z,2017,AT
100,307,9.93,9.93,0.01,Calvin Smith,USA,1983-07-03T00:00:00Z,1983,AT
100,307,9.93,9.93,0.01,Carl Lewis,USA,1987-08-30T00:00:00Z,1987,AT
100,307,9.93,9.93,0.01,Carl Lewis,USA,1988-08-17T00:00:00Z,1988,AT
100,307,9.93,9.93,0.01,Carl Lewis,USA,1991-06-14T00:00:00Z,1991,AT
100,307,9.93,9.93,0.01,Carl Lewis,USA,1991-08-25T00:00:00Z,1991,AT
100,307,9.93,9.93,0.01,Michael Marsh,USA,1992-04-18T00:00:00Z,1992,AT
100,307,9.93,9.93,0.01,Ato Boldon,TTO,1996-04-21T00:00:00Z,1996,AT
100,307,9.93,9.93,0.01,Donovan Bailey,CAN,1996-07-03T00:00:00Z,1996,AT
100,307,9.93,9.93,0.01,Frank Fredericks,NAM,1996-07-26T00:00:00Z,1996,AT
100,307,9.93,9.93,0.01,Ato Boldon,TTO,1996-07-27T00:00:00Z,1996,AT
100,307,9.93,9.93,0.01,Frank Fredericks,NAM,1997-08-03T00:00:00Z,1997,AT
100,307,9.93,9.93,0.01,Frank Fredericks,NAM,1998-06-17T00:00:00Z,1998,AT
100,307,9.93,9.93,0.01,Donovan Bailey,CAN,1998-08-01T00:00:00Z,1998,AT
100,307,9.93,9.93,0.01,Maurice Greene,USA,1999-07-02T00:00:00Z,1999,AT
100,307,9.93,9.93,0.01,Maurice Greene,USA,2000-07-14T00:00:00Z,2000,AT
100,307,9.93,9.93,0.01,Patrick Johnson,AUS,2003-05-05T00:00:00Z,2003,AT
100,307,9.93,9.93,0.01,Maurice Greene,USA,2004-06-19T00:00:00Z,2004,AT
100,307,9.93,9.93,0.01,Shawn Crawford,USA,2004-07-11T00:00:00Z,2004,AT
100,307,9.93,9.93,0.01,Shawn Crawford,USA,2004-07-11T00:00:00Z,2004,AT
100,307,9.93,9.93,0.01,Asafa Powell,JAM,2004-08-06T00:00:00Z,2004,AT
100,307,9.93,9.93,0.01,Francis Obikwelu,POR,2004-08-21T00:00:00Z,2004,AT
100,307,9.93,9.93,0.01,Maurice Greene,USA,2004-08-21T00:00:00Z,2004,AT
100,307,9.93,9.93,0.01,Adekotunbo Olusoji Fasuba,NGR,2006-05-12T00:00:00Z,2006,AT
100,307,9.93,9.93,0.01,Walter Dix,USA,2007-06-08T00:00:00Z,2007,AT
100,307,9.93,9.93,0.01,Richard Thompson,TTO,2008-05-18T00:00:00Z,2008,AT
100,307,9.93,9.93,0.01,Richard Thompson,TTO,2008-08-16T00:00:00Z,2008,AT
100,307,9.93,9.93,0.01,Churandy Martina,AHO,2008-08-16T00:00:00Z,2008,AT
100,307,9.93,9.93,0.01,Ivory Williams,USA,2009-07-20T00:00:00Z,2009,AT
100,307,9.93,9.93,0.01,Tyson Gay,USA,2009-08-16T00:00:00Z,2009,AT
100,307,9.93,9.93,0.01,Daniel Bailey,ANT,2009-08-16T00:00:00Z,2009,AT
100,307,9.93,9.93,0.01,Richard Thompson,TTO,2009-08-16T00:00:00Z,2009,AT
100,307,9.93,9.93,0.01,Asafa Powell,JAM,2011-05-26T00:00:00Z,2011,AT
100,307,9.93,9.93,0.01,Keston Bledman,TTO,2011-06-04T00:00:00Z,2011,AT
100,307,9.93,9.93,0.01,Nesta Carter,JAM,2011-07-10T00:00:00Z,2011,AT
100,307,9.93,9.93,0.01,Justin Gatlin,USA,2012-05-16T00:00:00Z,2012,AT
100,307,9.93,9.93,0.01,Nickel Ashmeade,JAM,2012-06-02T00:00:00Z,2012,AT
100,307,9.93,9.93,0.01,Keston Bledman,TTO,2012-06-09T00:00:00Z,2012,AT
100,307,9.93,9.93,0.01,Ryan Bailey,USA,2012-06-24T00:00:00Z,2012,AT
100,307,9.93,9.93,0.01,Ryan Bailey,USA,2012-08-17T00:00:00Z,2012,AT
100,307,9.93,9.93,0.01,Kemar Bailey-Cole,JAM,2013-08-11T00:00:00Z,2013,AT
100,307,9.93,9.93,0.01,Mike Rodgers,USA,2013-08-11T00:00:00Z,2013,AT
100,307,9.93,9.93,0.01,Kemarley Brown,JAM,2014-05-17T00:00:00Z,2014,AT
100,307,9.93,9.93,0.01,Tyson Gay,USA,2014-07-03T00:00:00Z,2014,AT
100,307,9.93,9.93,0.01,Mike Rodgers,USA,2014-09-05T00:00:00Z,2014,AT
100,307,9.93,9.93,0.01,Femi Ogunode,QAT,2014-09-28T00:00:00Z,2014,AT
100,307,9.93,9.93,0.01,Ryan Bailey,USA,2015-05-09T00:00:00Z,2015,AT
100,307,9.93,9.93,0.01,Clayton Vaughn,USA,2015-05-10T00:00:00Z,2015,AT
100,307,9.93,9.93,0.01,Marvin Bracy,USA,2015-06-07T00:00:00Z,2015,AT
100,307,9.93,9.93,0.01,Femi Ogunode,QAT,2015-09-13T00:00:00Z,2015,AT
100,307,9.93,9.93,0.01,Kim Collins,SKN,2016-05-29T00:00:00Z,2016,AT
100,307,9.93,9.93,0.01,Justin Gatlin,USA,2016-06-02T00:00:00Z,2016,AT
100,307,9.93,9.93,0.01,Yohan Blake,JAM,2016-08-14T00:00:00Z,2016,AT
100,307,9.93,9.93,0.01,Akani Simbine,RSA,2017-03-04T00:00:00Z,2017,AT
100,307,9.93,9.93,0.01,Yohan Blake,JAM,2017-05-20T00:00:00Z,2017,AT
100,307,9.93,9.93,0.01,Cameron Burrell,USA,2017-06-07T00:00:00Z,2017,AT
100,307,9.93,9.93,0.01,Christopher Belcher,USA,2017-06-07T00:00:00Z,2017,AT
100,307,9.93,9.93,0.01,Christian Coleman,USA,2017-06-22T00:00:00Z,2017,AT
100,364,9.94,9.94,0.01,Leroy Burrell,USA,1989-06-16T00:00:00Z,1989,AT
100,364,9.94,9.94,0.01,Leroy Burrell,USA,1991-08-25T00:00:00Z,1991,AT
100,364,9.94,9.94,0.01,Andre Cason,USA,1993-08-15T00:00:00Z,1993,AT
100,364,9.94,9.94,0.01,Davidson Ezinwa,NGR,1994-07-04T00:00:00Z,1994,AT
100,364,9.94,9.94,0.01,Dennis Mitchell,USA,1994-07-22T00:00:00Z,1994,AT
100,364,9.94,9.94,0.01,Dennis Mitchell,USA,1994-08-13T00:00:00Z,1994,AT
100,364,9.94,9.94,0.01,Ato Boldon,TTO,1996-07-03T00:00:00Z,1996,AT
100,364,9.94,9.94,0.01,Frank Fredericks,NAM,1996-07-27T00:00:00Z,1996,AT
100,364,9.94,9.94,0.01,Donovan Bailey,CAN,1997-06-13T00:00:00Z,1997,AT
100,364,9.94,9.94,0.01,Tim Montgomery,USA,1997-08-03T00:00:00Z,1997,AT
100,364,9.94,9.94,0.01,Tim Montgomery,USA,1997-08-22T00:00:00Z,1997,AT
100,364,9.94,9.94,0.01,Jon Drummond,USA,1998-06-19T00:00:00Z,1998,AT
100,364,9.94,9.94,0.01,Seun Ogunkoya,NGR,1998-08-19T00:00:00Z,1998,AT
100,364,9.94,9.94,0.01,Maurice Greene,USA,1998-08-28T00:00:00Z,1998,AT
100,364,9.94,9.94,0.01,Frank Fredericks,NAM,1999-02-20T00:00:00Z,1999,AT
100,364,9.94,9.94,0.01,Maurice Greene,USA,2000-08-11T00:00:00Z,2000,AT
100,364,9.94,9.94,0.01,Bernard Williams,USA,2001-08-05T00:00:00Z,2001,AT
100,364,9.94,9.94,0.01,Frank Fredericks,NAM,2002-04-13T00:00:00Z,2002,AT
100,364,9.94,9.94,0.01,Shawn Crawford,USA,2002-05-11T00:00:00Z,2002,AT
100,364,9.94,9.94,0.01,Maurice Greene,USA,2003-06-01T00:00:00Z,2003,AT
100,364,9.94,9.94,0.01,Maurice Greene,USA,2004-08-06T00:00:00Z,2004,AT
100,364,9.94,9.94,0.01,Asafa Powell,JAM,2004-08-22T00:00:00Z,2004,AT
100,364,9.94,9.94,0.01,Leonard Scott,USA,2005-07-22T00:00:00Z,2005,AT
100,364,9.94,9.94,0.01,Asafa Powell,JAM,2007-06-15T00:00:00Z,2007,AT
100,364,9.94,9.94,0.01,Ivory Williams,USA,2008-06-28T00:00:00Z,2008,AT
100,364,9.94,9.94,0.01,Asafa Powell,JAM,2008-07-25T00:00:00Z,2008,AT
100,364,9.94,9.94,0.01,Churandy Martina,AHO,2008-08-16T00:00:00Z,2008,AT
100,364,9.94,9.94,0.01,Mike Rodgers,USA,2009-06-07T00:00:00Z,2009,AT
100,364,9.94,9.94,0.01,Darvis Patton,USA,2009-08-31T00:00:00Z,2009,AT
100,364,9.94,9.94,0.01,Tyson Gay,USA,2009-09-25T00:00:00Z,2009,AT
